"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2014","1,052.0"
,,"2015","1,154.5"
,,"2016","1,206.8"
,,"2017","1,257.9"
,,"2018","1,933.6"
,,"2019","3,442.4"
,"Agriculture, forestry, fishing and hunting  [11]","1999","4,515.5"
,,"2000","4,859.4"
,,"2001","4,606.7"
,,"2002","4,806.5"
,,"2003","5,191.2"
,,"2004","5,413.5"
,,"2005","5,954.9"
,,"2006","6,065.3"
,,"2007","5,896.9"
,,"2008","6,082.0"
,,"2009","5,915.3"
,,"2010","6,256.5"
,,"2011","6,466.7"
,,"2012","6,527.0"
,,"2013","7,062.0"
,,"2014","6,909.5"
,,"2015","7,339.5"
,,"2016","7,420.6"
,,"2017","7,780.9"
,,"2018","8,277.5"
,,"2019","9,331.7"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","7,440.8"
,,"2000","8,166.6"
,,"2001","8,149.0"
,,"2002","7,561.5"
,,"2003","7,557.7"
,,"2004","7,824.5"
,,"2005","8,034.5"
,,"2006","7,350.0"
,,"2007","7,247.1"
,,"2008","7,995.8"
,,"2009","5,294.5"
,,"2010","5,934.4"
,,"2011","7,492.3"
,,"2012","7,404.1"
,,"2013","8,057.8"
,,"2014","7,819.1"
,,"2015","7,477.6"
,,"2016","7,596.5"
,,"2017","7,434.8"
,,"2018","7,468.8"
,,"2019","7,101.2"
,"Utilities  [22]","1999","11,956.6"
,,"2000","11,819.9"
,,"2001","11,535.4"
,,"2002","12,094.4"
,,"2003","12,303.3"
,,"2004","12,474.0"
,,"2005","12,907.2"
,,"2006","12,688.2"
,,"2007","12,680.4"
,,"2008","13,619.5"
,,"2009","13,279.4"
,,"2010","13,034.1"
,,"2011","13,232.2"
,,"2012","12,712.0"
,,"2013","12,676.7"
,,"2014","13,313.5"
,,"2015","13,087.3"
,,"2016","13,457.9"
,,"2017","13,186.6"
,,"2018","13,749.1"
,,"2019","13,875.3"
,"Construction  [23]","1999","31,336.2"
,,"2000","32,574.4"
,,"2001","35,335.5"
,,"2002","37,179.6"
,,"2003","38,164.1"
,,"2004","38,438.1"
,,"2005","39,665.9"
,,"2006","40,127.5"
,,"2007","41,472.2"
,,"2008","39,805.7"
,,"2009","39,399.5"
,,"2010","41,250.0"
,,"2011","41,723.8"
,,"2012","42,871.8"
,,"2013","43,170.0"
,,"2014","44,133.1"
,,"2015","47,781.6"
,,"2016","48,122.9"
,,"2017","49,443.4"
,,"2018","51,506.2"
,,"2019","50,740.5"
,"Manufacturing  [31-33]","1999","95,959.5"
,,"2000","103,284.6"
,,"2001","98,825.5"
,,"2002","102,301.8"
,,"2003","101,924.5"
,,"2004","102,645.6"
,,"2005","103,756.1"
,,"2006","100,726.1"
,,"2007","94,888.3"
,,"2008","86,902.6"
,,"2009","72,261.1"
,,"2010","77,255.7"
,,"2011","79,495.4"
,,"2012","81,124.6"
,,"2013","80,351.9"
,,"2014","82,773.2"
,,"2015","84,391.7"
,,"2016","85,343.9"
,,"2017","85,657.1"
,,"2018","88,398.0"
,,"2019","87,763.2"
,"Wholesale trade  [41]","1999","26,073.4"
,,"2000","28,324.7"
,,"2001","28,755.3"
,,"2002","29,792.5"
,,"2003","31,105.4"
,,"2004","31,952.8"
,,"2005","34,461.0"
,,"2006","35,988.2"
,,"2007","37,435.3"
,,"2008","36,167.1"
,,"2009","34,303.6"
,,"2010","37,322.9"
,,"2011","40,012.2"
,,"2012","41,430.1"
,,"2013","43,018.9"
,,"2014","44,018.7"
,,"2015","44,099.7"
,,"2016","44,574.9"
,,"2017","46,296.0"
,,"2018","47,753.3"
,,"2019","48,790.1"
,"Retail trade  [44-45]","1999","21,219.2"
,,"2000","22,879.4"
,,"2001","23,920.3"
,,"2002","25,679.5"
,,"2003","26,628.8"
,,"2004","27,578.4"
,,"2005","28,219.5"
,,"2006","29,421.0"
,,"2007","29,801.4"
,,"2008","30,617.4"
,,"2009","29,719.4"
,,"2010","30,466.4"
,,"2011","30,542.9"
,,"2012","30,379.0"
,,"2013","31,927.0"
,,"2014","31,934.5"
,,"2015","31,953.5"
,,"2016","33,816.1"
,,"2017","35,021.4"
,,"2018","36,024.0"
,,"2019","36,740.3"
,"Transportation and warehousing  [48-49]","1999","19,826.1"
,,"2000","20,534.5"
,,"2001","20,987.8"
,,"2002","20,744.7"
,,"2003","20,376.3"
,,"2004","21,079.8"
,,"2005","22,289.7"
,,"2006","22,654.4"
,,"2007","22,620.0"
,,"2008","23,481.3"
,,"2009","22,168.5"
,,"2010","23,102.6"
,,"2011","23,906.2"
,,"2012","23,825.0"
,,"2013","24,310.0"
,,"2014","25,915.3"
,,"2015","26,848.3"
,,"2016","27,536.7"
,,"2017","28,744.8"
,,"2018","29,787.1"
,,"2019","30,002.3"
,"Information and cultural industries  [51]","1999","15,766.4"
,,"2000","17,453.0"
,,"2001","19,041.9"
,,"2002","20,141.2"
,,"2003","20,049.8"
,,"2004","22,048.3"
,,"2005","22,902.7"
,,"2006","23,604.9"
,,"2007","23,057.5"
,,"2008","23,245.6"
,,"2009","23,071.1"
,,"2010","23,606.0"
,,"2011","23,832.1"
,,"2012","23,998.3"
,,"2013","23,712.9"
,,"2014","24,945.4"
,,"2015","25,481.7"
,,"2016","26,609.7"
,,"2017","27,928.7"
,,"2018","28,549.6"
,,"2019","29,860.6"
,"Finance and insurance  [52]","1999","36,386.4"
,,"2000","39,023.1"
,,"2001","41,835.5"
,,"2002","42,183.1"
,,"2003","42,488.4"
,,"2004","44,735.3"
,,"2005","46,497.0"
,,"2006","49,769.3"
,,"2007","51,947.9"
,,"2008","50,836.1"
,,"2009","50,227.9"
,,"2010","50,888.5"
,,"2011","52,822.0"
,,"2012","54,005.8"
,,"2013","56,261.5"
,,"2014","58,382.1"
,,"2015","61,707.4"
,,"2016","64,210.5"
,,"2017","69,499.7"
,,"2018","71,121.6"
,,"2019","73,306.8"
,"Real estate and rental and leasing  [53]","1999","56,851.7"
,,"2000","59,860.3"
,,"2001","62,679.5"
,,"2002","65,311.8"
,,"2003","66,221.4"
,,"2004","67,997.3"
,,"2005","71,068.4"
,,"2006","72,287.5"
,,"2007","73,551.0"
,,"2008","74,665.5"
,,"2009","76,306.7"
,,"2010","78,300.4"
,,"2011","80,561.4"
,,"2012","82,565.0"
,,"2013","84,259.7"
,,"2014","85,588.1"
,,"2015","88,141.6"
,,"2016","90,517.8"
,,"2017","93,110.9"
,,"2018","94,786.4"
,,"2019","97,819.9"
,"Professional, scientific and technical services  [54]","1999","29,604.9"
,,"2000","34,283.4"
,,"2001","34,296.2"
,,"2002","34,406.5"
,,"2003","35,516.3"
,,"2004","35,617.9"
,,"2005","36,517.3"
,,"2006","38,105.2"
,,"2007","39,537.3"
,,"2008","40,337.7"
,,"2009","39,234.0"
,,"2010","39,035.0"
,,"2011","40,155.6"
,,"2012","40,771.4"
,,"2013","41,039.3"
,,"2014","42,952.0"
,,"2015","44,448.6"
,,"2016","46,813.3"
,,"2017","48,674.0"
,,"2018","51,025.1"
,,"2019","54,000.6"
,"Management of companies and enterprises  [55]","1999","2,649.0"
,,"2000","3,049.7"
,,"2001","3,423.2"
,,"2002","3,731.0"
,,"2003","3,826.8"
,,"2004","3,803.7"
,,"2005","3,818.2"
,,"2006","3,988.0"
,,"2007","4,328.1"
,,"2008","4,705.2"
,,"2009","4,748.3"
,,"2010","4,475.5"
,,"2011","4,596.1"
,,"2012","4,585.2"
,,"2013","4,858.7"
,,"2014","4,520.0"
,,"2015","4,952.9"
,,"2016","4,275.1"
,,"2017","4,084.2"
,,"2018","3,479.5"
,,"2019","3,155.4"
,"Administrative and support, waste management and remediation services  [56]","1999","14,788.7"
,,"2000","15,653.0"
,,"2001","16,766.4"
,,"2002","18,235.6"
,,"2003","18,215.5"
,,"2004","19,631.6"
,,"2005","20,645.2"
,,"2006","20,788.8"
,,"2007","21,593.5"
,,"2008","20,805.7"
,,"2009","19,592.7"
,,"2010","20,476.8"
,,"2011","20,270.2"
,,"2012","20,986.3"
,,"2013","21,084.3"
,,"2014","22,056.8"
,,"2015","22,656.8"
,,"2016","22,587.2"
,,"2017","22,307.8"
,,"2018","22,921.8"
,,"2019","23,190.7"
,"Educational services  [61]","1999","27,658.9"
,,"2000","27,875.3"
,,"2001","27,971.8"
,,"2002","28,709.0"
,,"2003","29,242.7"
,,"2004","30,491.8"
,,"2005","32,235.8"
,,"2006","33,317.8"
,,"2007","34,827.9"
,,"2008","36,221.1"
,,"2009","36,796.3"
,,"2010","37,561.1"
,,"2011","37,646.1"
,,"2012","38,418.7"
,,"2013","38,983.2"
,,"2014","39,726.3"
,,"2015","39,961.6"
,,"2016","40,276.8"
,,"2017","40,908.9"
,,"2018","42,085.9"
,,"2019","42,664.6"
,"Health care and social assistance  [62]","1999","33,587.3"
,,"2000","34,732.6"
,,"2001","35,349.3"
,,"2002","36,225.1"
,,"2003","37,326.8"
,,"2004","38,443.3"
,,"2005","39,128.5"
,,"2006","40,120.5"
,,"2007","40,907.9"
,,"2008","41,917.0"
,,"2009","42,931.3"
,,"2010","43,626.8"
,,"2011","44,431.3"
,,"2012","44,814.6"
,,"2013","44,185.8"
,,"2014","44,735.5"
,,"2015","45,451.1"
,,"2016","46,603.9"
,,"2017","47,025.6"
,,"2018","48,776.6"
,,"2019","50,412.2"
,"Arts, entertainment and recreation  [71]","1999","5,206.8"
,,"2000","5,454.4"
,,"2001","5,714.6"
,,"2002","5,626.0"
,,"2003","5,554.2"
,,"2004","5,755.2"
,,"2005","5,561.9"
,,"2006","5,532.2"
,,"2007","5,546.8"
,,"2008","5,570.2"
,,"2009","5,589.4"
,,"2010","5,294.7"
,,"2011","5,266.1"
,,"2012","5,266.4"
,,"2013","5,268.3"
,,"2014","5,578.8"
,,"2015","5,800.8"
,,"2016","5,946.5"
,,"2017","6,176.3"
,,"2018","6,217.1"
,,"2019","6,286.8"
,"Accommodation and food services  [72]","1999","11,231.2"
,,"2000","11,547.6"
,,"2001","11,536.6"
,,"2002","11,985.0"
,,"2003","10,989.1"
,,"2004","11,206.6"
,,"2005","11,243.5"
,,"2006","11,319.8"
,,"2007","11,242.9"
,,"2008","11,411.2"
,,"2009","11,452.8"
,,"2010","11,396.0"
,,"2011","11,768.0"
,,"2012","12,069.7"
,,"2013","12,709.1"
,,"2014","13,472.5"
,,"2015","14,096.7"
,,"2016","14,569.6"
,,"2017","14,702.3"
,,"2018","14,931.2"
,,"2019","15,321.9"
,"Other services (except public administration)  [81]","1999","10,413.4"
,,"2000","10,858.9"
,,"2001","11,352.2"
,,"2002","11,732.8"
,,"2003","11,671.8"
,,"2004","11,929.9"
,,"2005","12,026.4"
,,"2006","12,256.2"
,,"2007","12,347.9"
,,"2008","12,685.7"
,,"2009","12,554.6"
,,"2010","12,182.0"
,,"2011","12,254.2"
,,"2012","12,475.1"
,,"2013","12,928.0"
,,"2014","13,482.6"
,,"2015","13,653.7"
,,"2016","13,399.3"
,,"2017","13,856.0"
,,"2018","13,912.1"
,,"2019","14,041.8"
,"Public administration  [91]","1999","32,587.1"
,,"2000","33,858.9"
,,"2001","34,744.5"
,,"2002","36,170.2"
,,"2003","37,357.3"
,,"2004","38,691.5"
,,"2005","39,665.3"
,,"2006","41,821.2"
,,"2007","42,746.2"
,,"2008","45,029.7"
,,"2009","47,114.9"
,,"2010","48,579.8"
,,"2011","49,505.9"
,,"2012","48,714.3"
,,"2013","48,124.3"
,,"2014","47,645.0"
,,"2015","48,074.0"
,,"2016","49,025.8"
,,"2017","50,211.0"
,,"2018","51,884.7"
,,"2019","53,470.0"
"Manitoba","Goods-producing industries  [T002] 10","1999","11,896.5"
,,"2000","12,857.8"
,,"2001","12,639.9"
,,"2002","12,748.1"
,,"2003","12,713.7"
,,"2004","13,286.4"
,,"2005","13,904.9"
,,"2006","14,662.6"
,,"2007","14,847.3"
,,"2008","15,815.3"
,,"2009","15,210.2"
,,"2010","15,511.6"
,,"2011","15,719.1"
,,"2012","16,607.9"
,,"2013","17,382.8"
,,"2014","17,401.7"
,,"2015","17,468.4"
,,"2016","17,376.8"
,,"2017","18,403.2"
,,"2018","18,714.2"
,,"2019","18,449.8"
,"Service-producing industries  [T003] 11","1999","29,194.7"
,,"2000","29,921.5"
,,"2001","30,669.1"
,,"2002","31,280.4"
,,"2003","31,759.2"
,,"2004","32,439.2"
,,"2005","33,238.9"
,,"2006","34,285.0"
,,"2007","35,198.6"
,,"2008","35,883.6"
,,"2009","36,313.2"
,,"2010","37,322.6"
,,"2011","38,317.4"
,,"2012","39,068.5"
,,"2013","39,801.0"
,,"2014","40,867.9"
,,"2015","41,592.2"
,,"2016","42,527.8"
,,"2017","43,542.6"
,,"2018","44,237.5"
,,"2019","44,790.7"
,"Industrial production  [T010] 12","1999","8,165.5"
,,"2000","8,951.2"
,,"2001","8,636.5"
,,"2002","8,752.0"
,,"2003","8,452.6"
,,"2004","9,068.0"
,,"2005","9,584.9"
,,"2006","9,730.5"
,,"2007","9,896.1"
,,"2008","10,043.3"
,,"2009","9,497.4"
,,"2010","9,602.8"
,,"2011","10,192.6"
,,"2012","10,614.9"
,,"2013","10,571.5"
,,"2014","10,628.6"
,,"2015","10,259.2"
,,"2016","10,136.4"
,,"2017","10,457.1"
,,"2018","10,682.0"
,,"2019","10,482.2"
,"Non-durable manufacturing industries  [T011] 13","1999","2,432.9"
,,"2000","2,691.8"
,,"2001","2,773.5"
,,"2002","2,903.0"
,,"2003","2,934.4"
,,"2004","3,020.4"
,,"2005","2,980.0"
,,"2006","2,970.6"
,,"2007","2,920.8"
,,"2008","2,992.0"
,,"2009","2,924.2"
,,"2010","2,834.4"
,,"2011","2,983.8"
,,"2012","3,019.1"
,,"2013","2,926.3"
,,"2014","3,041.6"
,,"2015","2,833.3"
,,"2016","2,765.8"
,,"2017","2,988.6"
,,"2018","3,157.3"
,,"2019","3,046.8"
,"Durable manufacturing industries  [T012] 14","1999","2,685.0"
,,"2000","2,976.6"
,,"2001","2,658.7"
,,"2002","2,700.7"
,,"2003","2,612.9"
,,"2004","2,865.2"
,,"2005","2,980.2"
,,"2006","2,903.5"
,,"2007","3,155.0"
,,"2008","3,154.5"
,,"2009","2,800.5"
,,"2010","2,813.0"
,,"2011","3,009.8"
,,"2012","3,203.1"
,,"2013","3,363.7"
,,"2014","3,336.6"
,,"2015","3,165.8"
,,"2016","3,079.2"
,,"2017","3,181.3"
,,"2018","3,331.4"
,,"2019","3,127.2"
,"Information and communication technology sector  [T013] 15","1999","995.5"
,,"2000","1,054.4"
,,"2001","1,139.7"
,,"2002","1,294.5"
,,"2003","1,371.1"
,,"2004","1,450.3"
,,"2005","1,450.6"
,,"2006","1,523.3"
,,"2007","1,660.1"
,,"2008","1,688.3"
,,"2009","1,660.0"
,,"2010","1,762.4"
,,"2011","1,873.5"
,,"2012","1,888.4"
,,"2013","1,844.3"
,,"2014","1,836.2"
,,"2015","1,824.1"
,,"2016","1,921.2"
,,"2017","1,921.8"
,,"2018","1,990.7"
,,"2019","2,073.4"
,"Energy sector  [T016] 16","1999","2,409.4"
,,"2000","2,396.2"
,,"2001","2,419.4"
,,"2002","2,338.3"
,,"2003","2,050.5"
,,"2004","2,295.9"
,,"2005","2,787.6"
,,"2006","2,914.0"
,,"2007","3,009.8"
,,"2008","3,074.0"
,,"2009","2,979.8"
,,"2010","3,141.6"
,,"2011","3,375.2"
,,"2012","3,650.8"
,,"2013","3,553.4"
,,"2014","3,616.8"
,,"2015","3,680.4"
,,"2016","3,678.0"
,,"2017","3,707.5"
,,"2018","3,745.2"
,,"2019","3,943.8"
,"Public sector  [T018] 17","1999","9,978.0"
,,"2000","10,295.1"
,,"2001","10,365.4"
,,"2002","10,480.9"
,,"2003","10,735.2"
,,"2004","11,012.4"
,,"2005","11,145.1"
,,"2006","11,273.5"
,,"2007","11,661.2"
,,"2008","12,021.5"
,,"2009","12,407.4"
,,"2010","12,735.9"
,,"2011","12,996.7"
,,"2012","13,259.5"
,,"2013","13,249.5"
,,"2014","13,278.7"
,,"2015","13,463.5"
,,"2016","13,642.9"
,,"2017","13,848.2"
,,"2018","14,082.2"
,,"2019","14,357.2"
,"Cannabis sector  [T021] 18","1999","39.7"
,,"2000","40.9"
,,"2001","44.6"
,,"2002","45.8"
,,"2003","44.0"
,,"2004","43.6"
,,"2005","45.0"
,,"2006","45.9"
,,"2007","46.8"
,,"2008","47.4"
,,"2009","47.3"
,,"2010","49.5"
,,"2011","53.4"
,,"2012","57.7"
,,"2013","64.3"
,,"2014","72.5"
,,"2015","79.2"
,,"2016","78.5"
,,"2017","78.5"
,,"2018","110.6"
,,"2019","149.3"
,"Agriculture, forestry, fishing and hunting  [11]","1999","1,510.3"
,,"2000","1,957.4"
,,"2001","1,873.3"
,,"2002","1,937.5"
,,"2003","2,258.9"
,,"2004","2,136.2"
,,"2005","2,111.9"
,,"2006","2,521.0"
,,"2007","2,378.2"
,,"2008","2,901.5"
,,"2009","2,680.7"
,,"2010","2,355.7"
,,"2011","1,962.1"
,,"2012","2,420.4"
,,"2013","3,262.6"
,,"2014","2,720.0"
,,"2015","2,956.9"
,,"2016","3,060.4"
,,"2017","3,672.0"
,,"2018","3,596.3"
,,"2019","3,469.9"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","1,292.1"
,,"2000","1,575.8"
,,"2001","1,449.4"
,,"2002","1,422.5"
,,"2003","1,532.0"
,,"2004","1,524.1"
,,"2005","1,528.3"
,,"2006","1,812.8"
,,"2007","1,744.2"
,,"2008","1,769.3"
,,"2009","1,818.8"
,,"2010","2,000.0"
,,"2011","2,209.4"
,,"2012","2,433.1"
,,"2013","2,277.5"
,,"2014","2,211.8"
,,"2015","2,176.8"
,,"2016","2,086.7"
,,"2017","2,087.7"
,,"2018","2,034.1"
,,"2019","1,970.6"
,"Utilities  [22]","1999","1,655.5"
,,"2000","1,676.9"
,,"2001","1,695.4"
,,"2002","1,627.2"
,,"2003","1,343.5"
,,"2004","1,569.6"
,,"2005","1,978.7"
,,"2006","1,907.9"
,,"2007","1,965.2"
,,"2008","2,015.0"
,,"2009","1,834.9"
,,"2010","1,841.8"
,,"2011","1,858.4"
,,"2012","1,804.3"
,,"2013","1,843.0"
,,"2014","1,872.3"
,,"2015","1,934.4"
,,"2016","2,017.3"
,,"2017","2,002.0"
,,"2018","1,959.5"
,,"2019","2,111.8"
,"Construction  [23]","1999","2,283.8"
,,"2000","2,128.5"
,,"2001","2,320.6"
,,"2002","2,278.7"
,,"2003","2,259.0"
,,"2004","2,340.6"
,,"2005","2,456.9"
,,"2006","2,761.4"
,,"2007","2,873.7"
,,"2008","3,259.5"
,,"2009","3,381.7"
,,"2010","3,772.1"
,,"2011","3,664.3"
,,"2012","3,727.7"
,,"2013","3,776.8"
,,"2014","4,131.8"
,,"2015","4,337.2"
,,"2016","4,306.3"
,,"2017","4,489.9"
,,"2018","4,628.0"
,,"2019","4,683.3"
,"Manufacturing  [31-33]","1999","5,127.2"
,,"2000","5,678.7"
,,"2001","5,422.3"
,,"2002","5,588.9"
,,"2003","5,524.6"
,,"2004","5,874.8"
,,"2005","5,961.7"
,,"2006","5,870.6"
,,"2007","6,090.4"
,,"2008","6,156.8"
,,"2009","5,716.9"
,,"2010","5,643.9"
,,"2011","5,991.0"
,,"2012","6,222.3"
,,"2013","6,291.5"
,,"2014","6,378.2"
,,"2015","6,001.8"
,,"2016","5,846.4"
,,"2017","6,154.8"
,,"2018","6,469.0"
,,"2019","6,142.7"
,"Wholesale trade  [41]","1999","2,081.6"
,,"2000","2,099.9"
,,"2001","2,114.3"
,,"2002","2,200.5"
,,"2003","2,178.9"
,,"2004","2,238.6"
,,"2005","2,367.2"
,,"2006","2,578.4"
,,"2007","2,656.4"
,,"2008","2,726.5"
,,"2009","2,655.1"
,,"2010","2,790.0"
,,"2011","2,797.9"
,,"2012","2,766.6"
,,"2013","2,934.0"
,,"2014","3,305.0"
,,"2015","3,034.5"
,,"2016","3,027.1"
,,"2017","3,105.4"
,,"2018","3,149.2"
,,"2019","3,067.1"
,"Retail trade  [44-45]","1999","1,976.7"
,,"2000","2,065.0"
,,"2001","2,178.2"
,,"2002","2,294.9"
,,"2003","2,401.0"
,,"2004","2,488.7"
,,"2005","2,594.5"
,,"2006","2,694.2"
,,"2007","2,801.5"
,,"2008","2,859.8"
,,"2009","2,887.4"
,,"2010","2,929.3"
,,"2011","2,999.0"
,,"2012","3,006.0"
,,"2013","3,134.9"
,,"2014","3,120.3"
,,"2015","3,176.3"
,,"2016","3,259.7"
,,"2017","3,337.6"
,,"2018","3,363.7"
,,"2019","3,377.6"
,"Transportation and warehousing  [48-49]","1999","2,562.4"
,,"2000","2,628.8"
,,"2001","2,646.4"
,,"2002","2,634.7"
,,"2003","2,638.0"
,,"2004","2,675.9"
,,"2005","2,808.1"
,,"2006","2,917.1"
,,"2007","2,927.3"
,,"2008","2,895.4"
,,"2009","2,820.9"
,,"2010","2,940.4"
,,"2011","3,057.0"
,,"2012","3,114.2"
,,"2013","3,151.6"
,,"2014","3,364.4"
,,"2015","3,612.3"
,,"2016","3,740.9"
,,"2017","3,971.0"
,,"2018","4,100.4"
,,"2019","4,099.5"
,"Information and cultural industries  [51]","1999","957.5"
,,"2000","1,051.0"
,,"2001","1,167.2"
,,"2002","1,352.9"
,,"2003","1,364.0"
,,"2004","1,442.3"
,,"2005","1,467.7"
,,"2006","1,531.7"
,,"2007","1,596.1"
,,"2008","1,595.4"
,,"2009","1,589.7"
,,"2010","1,634.3"
,,"2011","1,666.1"
,,"2012","1,673.6"
,,"2013","1,633.4"
,,"2014","1,626.8"
,,"2015","1,672.1"
,,"2016","1,749.8"
,,"2017","1,684.1"
,,"2018","1,721.2"
,,"2019","1,766.9"
,"Finance and insurance  [52]","1999","2,066.9"
,,"2000","2,074.4"
,,"2001","2,312.5"
,,"2002","2,395.8"
,,"2003","2,407.7"
,,"2004","2,432.6"
,,"2005","2,521.4"
,,"2006","2,666.4"
,,"2007","2,763.4"
,,"2008","2,705.2"
,,"2009","2,693.8"
,,"2010","2,799.1"
,,"2011","2,867.3"
,,"2012","2,915.3"
,,"2013","3,018.0"
,,"2014","3,031.6"
,,"2015","3,153.5"
,,"2016","3,284.3"
,,"2017","3,459.9"
,,"2018","3,486.5"
,,"2019","3,565.8"
,"Real estate and rental and leasing  [53]","1999","4,872.1"
,,"2000","4,939.7"
,,"2001","4,977.0"
,,"2002","5,058.3"
,,"2003","5,183.7"
,,"2004","5,248.5"
,,"2005","5,400.5"
,,"2006","5,572.7"
,,"2007","5,733.1"
,,"2008","5,905.8"
,,"2009","6,119.4"
,,"2010","6,322.6"
,,"2011","6,512.4"
,,"2012","6,776.4"
,,"2013","6,961.2"
,,"2014","7,209.4"
,,"2015","7,457.5"
,,"2016","7,668.5"
,,"2017","7,926.0"
,,"2018","8,116.9"
,,"2019","8,279.9"
,"Professional, scientific and technical services  [54]","1999","1,399.1"
,,"2000","1,320.1"
,,"2001","1,280.1"
,,"2002","1,318.8"
,,"2003","1,342.0"
,,"2004","1,348.1"
,,"2005","1,372.3"
,,"2006","1,459.9"
,,"2007","1,468.4"
,,"2008","1,523.3"
,,"2009","1,511.9"
,,"2010","1,565.6"
,,"2011","1,649.6"
,,"2012","1,691.0"
,,"2013","1,806.1"
,,"2014","1,866.8"
,,"2015","1,866.4"
,,"2016","1,987.4"
,,"2017","1,967.0"
,,"2018","1,994.3"
,,"2019","2,045.3"
,"Management of companies and enterprises  [55]","1999","281.1"
,,"2000","280.5"
,,"2001","298.9"
,,"2002","319.3"
,,"2003","316.7"
,,"2004","305.2"
,,"2005","295.9"
,,"2006","308.3"
,,"2007","333.6"
,,"2008","369.8"
,,"2009","366.8"
,,"2010","340.1"
,,"2011","362.2"
,,"2012","388.2"
,,"2013","411.2"
,,"2014","373.3"
,,"2015","409.9"
,,"2016","347.7"
,,"2017","308.0"
,,"2018","259.1"
,,"2019","215.0"
,"Administrative and support, waste management and remediation services  [56]","1999","744.6"
,,"2000","693.2"
,,"2001","731.1"
,,"2002","790.4"
,,"2003","797.2"
,,"2004","841.4"
,,"2005","841.1"
,,"2006","852.3"
,,"2007","888.6"
,,"2008","904.4"
,,"2009","861.4"
,,"2010","881.1"
,,"2011","905.9"
,,"2012","967.5"
,,"2013","971.5"
,,"2014","992.5"
,,"2015","996.9"
,,"2016","1,023.4"
,,"2017","1,063.0"
,,"2018","1,051.0"
,,"2019","1,055.1"
,"Educational services  [61]","1999","2,325.3"
,,"2000","2,387.9"
,,"2001","2,378.6"
,,"2002","2,433.6"
,,"2003","2,530.0"
,,"2004","2,611.7"
,,"2005","2,675.7"
,,"2006","2,696.2"
,,"2007","2,848.5"
,,"2008","2,961.7"
,,"2009","3,009.5"
,,"2010","3,066.5"
,,"2011","3,130.8"
,,"2012","3,219.1"
,,"2013","3,265.0"
,,"2014","3,349.5"
,,"2015","3,361.9"
,,"2016","3,424.3"
,,"2017","3,470.0"
,,"2018","3,544.9"
,,"2019","3,632.6"
,"Health care and social assistance  [62]","1999","4,040.0"
,,"2000","4,084.5"
,,"2001","4,135.1"
,,"2002","4,195.2"
,,"2003","4,327.5"
,,"2004","4,494.0"
,,"2005","4,472.9"
,,"2006","4,508.5"
,,"2007","4,597.2"
,,"2008","4,710.8"
,,"2009","4,848.4"
,,"2010","5,028.2"
,,"2011","5,086.9"
,,"2012","5,185.0"
,,"2013","5,185.0"
,,"2014","5,215.6"
,,"2015","5,345.4"
,,"2016","5,416.3"
,,"2017","5,499.3"
,,"2018","5,570.3"
,,"2019","5,697.2"
,"Arts, entertainment and recreation  [71]","1999","481.9"
,,"2000","470.8"
,,"2001","441.6"
,,"2002","440.1"
,,"2003","416.9"
,,"2004","418.5"
,,"2005","415.1"
,,"2006","385.3"
,,"2007","383.4"
,,"2008","388.6"
,,"2009","400.5"
,,"2010","407.8"
,,"2011","426.5"
,,"2012","434.5"
,,"2013","413.2"
,,"2014","446.4"
,,"2015","443.6"
,,"2016","456.5"
,,"2017","475.8"
,,"2018","480.7"
,,"2019","483.9"
,"Accommodation and food services  [72]","1999","871.3"
,,"2000","1,025.5"
,,"2001","1,103.6"
,,"2002","909.1"
,,"2003","914.5"
,,"2004","927.6"
,,"2005","928.8"
,,"2006","906.8"
,,"2007","908.1"
,,"2008","928.6"
,,"2009","958.1"
,,"2010","946.2"
,,"2011","996.3"
,,"2012","1,015.1"
,,"2013","1,041.4"
,,"2014","1,095.8"
,,"2015","1,137.9"
,,"2016","1,172.4"
,,"2017","1,211.4"
,,"2018","1,245.0"
,,"2019","1,284.0"
,"Other services (except public administration)  [81]","1999","973.6"
,,"2000","1,019.4"
,,"2001","1,066.0"
,,"2002","1,081.1"
,,"2003","1,073.1"
,,"2004","1,068.9"
,,"2005","1,045.2"
,,"2006","1,050.6"
,,"2007","995.9"
,,"2008","1,007.5"
,,"2009","1,015.1"
,,"2010","995.3"
,,"2011","1,045.3"
,,"2012","1,060.6"
,,"2013","1,077.0"
,,"2014","1,157.5"
,,"2015","1,153.8"
,,"2016","1,155.4"
,,"2017","1,180.9"
,,"2018","1,185.5"
,,"2019","1,171.2"
,"Public administration  [91]","1999","3,657.2"
,,"2000","3,853.9"
,,"2001","3,885.6"
,,"2002","3,889.2"
,,"2003","3,920.5"
,,"2004","3,957.6"
,,"2005","4,039.1"
,,"2006","4,110.1"
,,"2007","4,252.3"
,,"2008","4,385.3"
,,"2009","4,584.1"
,,"2010","4,678.9"
,,"2011","4,815.6"
,,"2012","4,855.5"
,,"2013","4,800.5"
